"Process.Instance";"Activity.Name";"Arrival";"Start";"Complete";"Resources";"Batch.Number";"Cluster.Id";"Batch.Type";"Natural.Arrival.Time"
1;"A";"2018-08-17 10:25:01";"2018-08-17 10:25:01";"2018-08-17 10:30:04";"WorkerA_#0";NA;"";"";""
1;"Batch Activity";"2018-08-17 10:30:03";"2018-08-17 10:53:43";"2018-08-17 11:21:10";"";1;"BatchSubProcess";"CONCURRENT_TASKBASED";""
1;"B";"2018-08-17 10:53:43";"2018-08-17 10:53:43";"2018-08-17 10:56:47";"WorkerB_#0";1;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 10:30:03"
1;"C";"2018-08-17 11:04:26";"2018-08-17 11:04:26";"2018-08-17 11:08:30";"WorkerC_#0";1;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 11:04:26"
1;"D";"2018-08-17 11:04:26";"2018-08-17 11:04:26";"2018-08-17 11:09:30";"WorkerD_#0";1;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 11:04:26"
1;"E";"2018-08-17 11:21:10";"2018-08-17 11:21:10";"2018-08-17 11:23:13";"WorkerE_#0";NA;"";"";""
1;"F";"2018-08-17 11:23:13";"2018-08-17 11:23:13";"2018-08-17 11:25:16";"WorkerF_#0";NA;"";"";""
1;"G";"2018-08-17 11:25:16";"2018-08-17 11:25:16";"2018-08-17 11:27:19";"WorkerG_#0";NA;"";"";""
1;"H";"2018-08-17 11:27:19";"2018-08-17 11:27:19";"2018-08-17 11:29:22";"WorkerH_#0";NA;"";"";""
2;"A";"2018-08-17 10:36:04";"2018-08-17 10:36:04";"2018-08-17 10:42:00";"WorkerA_#1";NA;"";"";""
2;"Batch Activity";"2018-08-17 10:41:59";"2018-08-17 10:53:43";"2018-08-17 11:21:10";"";1;"BatchSubProcess";"CONCURRENT_TASKBASED";""
2;"B";"2018-08-17 10:56:46";"2018-08-17 10:56:46";"2018-08-17 11:00:43";"WorkerB_#0";1;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 10:41:59"
2;"C";"2018-08-17 11:08:29";"2018-08-17 11:08:29";"2018-08-17 11:13:26";"WorkerC_#0";1;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 11:04:26"
2;"D";"2018-08-17 11:09:29";"2018-08-17 11:09:29";"2018-08-17 11:15:26";"WorkerD_#0";1;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 11:04:26"
2;"E";"2018-08-17 11:21:10";"2018-08-17 11:21:10";"2018-08-17 11:24:06";"WorkerE_#1";NA;"";"";""
2;"F";"2018-08-17 11:24:06";"2018-08-17 11:24:06";"2018-08-17 11:27:02";"WorkerF_#1";NA;"";"";""
2;"G";"2018-08-17 11:27:02";"2018-08-17 11:27:02";"2018-08-17 11:29:58";"WorkerG_#1";NA;"";"";""
2;"H";"2018-08-17 11:29:58";"2018-08-17 11:29:58";"2018-08-17 11:32:54";"WorkerH_#1";NA;"";"";""
3;"A";"2018-08-17 10:48:00";"2018-08-17 10:48:00";"2018-08-17 10:53:44";"WorkerA_#0";NA;"";"";""
3;"Batch Activity";"2018-08-17 10:53:43";"2018-08-17 10:53:43";"2018-08-17 11:21:10";"";1;"BatchSubProcess";"CONCURRENT_TASKBASED";""
3;"B";"2018-08-17 11:00:42";"2018-08-17 11:00:42";"2018-08-17 11:04:27";"WorkerB_#0";1;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 10:53:43"
3;"C";"2018-08-17 11:13:25";"2018-08-17 11:13:25";"2018-08-17 11:18:10";"WorkerC_#0";1;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 11:04:26"
3;"D";"2018-08-17 11:15:25";"2018-08-17 11:15:25";"2018-08-17 11:21:10";"WorkerD_#0";1;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 11:04:26"
3;"E";"2018-08-17 11:21:10";"2018-08-17 11:23:13";"2018-08-17 11:25:57";"WorkerE_#0";NA;"";"";""
3;"F";"2018-08-17 11:25:57";"2018-08-17 11:25:57";"2018-08-17 11:28:41";"WorkerF_#0";NA;"";"";""
3;"G";"2018-08-17 11:28:41";"2018-08-17 11:28:41";"2018-08-17 11:31:25";"WorkerG_#0";NA;"";"";""
3;"H";"2018-08-17 11:31:25";"2018-08-17 11:31:25";"2018-08-17 11:34:09";"WorkerH_#0";NA;"";"";""
4;"A";"2018-08-17 10:59:44";"2018-08-17 10:59:44";"2018-08-17 11:04:36";"WorkerA_#1";NA;"";"";""
4;"Batch Activity";"2018-08-17 11:04:35";"2018-08-17 11:27:03";"2018-08-17 11:51:44";"";2;"BatchSubProcess";"CONCURRENT_TASKBASED";""
4;"B";"2018-08-17 11:27:03";"2018-08-17 11:27:03";"2018-08-17 11:29:56";"WorkerB_#1";2;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 11:04:35"
4;"C";"2018-08-17 11:36:23";"2018-08-17 11:36:23";"2018-08-17 11:40:16";"WorkerC_#1";2;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 11:36:23"
4;"D";"2018-08-17 11:36:23";"2018-08-17 11:36:23";"2018-08-17 11:41:16";"WorkerD_#1";2;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 11:36:23"
