Process Instance;Activity Name;Arrival;Start;Complete;Resources;Batch Number;Cluster Id;Batch Type;Natural Arrival Time
1;A;2018-08-17 10:25:01;2018-08-17 10:25:01;2018-08-17 10:29:09;WorkerA_#0;;;;
1;Batch Activity;2018-08-17 10:29:09;2018-08-17 10:51:18;2018-08-17 10:56:34;;1;BatchSubProcess;PARALLEL;
1;B;2018-08-17 10:51:18;2018-08-17 10:51:18;2018-08-17 10:53:26;WorkerB_#0;1;BatchSubProcess;PARALLEL;
1;C;2018-08-17 10:53:26;2018-08-17 10:53:26;2018-08-17 10:56:34;WorkerC_#0;1;BatchSubProcess;PARALLEL;
1;D;2018-08-17 10:56:34;2018-08-17 10:56:34;2018-08-17 10:57:42;WorkerD_#0;;;;
1;E;2018-08-17 10:57:42;2018-08-17 10:57:42;2018-08-17 10:58:50;WorkerE_#0;;;;
1;Batch Activity;2018-08-17 10:58:50;2018-08-17 11:01:24;2018-08-17 11:03:40;;1;BatchSubProcess2;PARALLEL;
1;F;2018-08-17 11:01:24;2018-08-17 11:01:24;2018-08-17 11:02:32;WorkerF_#0;1;BatchSubProcess2;PARALLEL;
1;G;2018-08-17 11:02:32;2018-08-17 11:02:32;2018-08-17 11:03:40;WorkerG_#0;1;BatchSubProcess2;PARALLEL;
1;H;2018-08-17 11:03:40;2018-08-17 11:03:40;2018-08-17 11:04:48;WorkerH_#0;;;;
2;A;2018-08-17 10:35:09;2018-08-17 10:35:09;2018-08-17 10:40:27;WorkerA_#1;;;;
2;Batch Activity;2018-08-17 10:40:27;2018-08-17 10:51:18;2018-08-17 10:56:34;;1;BatchSubProcess;PARALLEL;
2;B;2018-08-17 10:51:18;2018-08-17 10:51:18;2018-08-17 10:53:26;WorkerB_#0;1;BatchSubProcess;PARALLEL;
2;C;2018-08-17 10:53:26;2018-08-17 10:53:26;2018-08-17 10:56:34;WorkerC_#0;1;BatchSubProcess;PARALLEL;
2;D;2018-08-17 10:56:34;2018-08-17 10:56:34;2018-08-17 10:58:52;WorkerD_#1;;;;
2;E;2018-08-17 10:58:52;2018-08-17 10:58:52;2018-08-17 11:01:10;WorkerE_#1;;;;
2;Batch Activity;2018-08-17 11:01:10;2018-08-17 11:01:24;2018-08-17 11:03:40;;1;BatchSubProcess2;PARALLEL;
2;F;2018-08-17 11:01:24;2018-08-17 11:01:24;2018-08-17 11:02:32;WorkerF_#0;1;BatchSubProcess2;PARALLEL;
2;G;2018-08-17 11:02:32;2018-08-17 11:02:32;2018-08-17 11:03:40;WorkerG_#0;1;BatchSubProcess2;PARALLEL;
2;H;2018-08-17 11:03:40;2018-08-17 11:03:40;2018-08-17 11:05:58;WorkerH_#1;;;;
3;A;2018-08-17 10:46:27;2018-08-17 10:46:27;2018-08-17 10:51:18;WorkerA_#0;;;;
3;Batch Activity;2018-08-17 10:51:18;2018-08-17 10:51:18;2018-08-17 10:56:34;;1;BatchSubProcess;PARALLEL;
3;B;2018-08-17 10:51:18;2018-08-17 10:51:18;2018-08-17 10:53:26;WorkerB_#0;1;BatchSubProcess;PARALLEL;
3;C;2018-08-17 10:53:26;2018-08-17 10:53:26;2018-08-17 10:56:34;WorkerC_#0;1;BatchSubProcess;PARALLEL;
3;D;2018-08-17 10:56:34;2018-08-17 10:57:42;2018-08-17 10:59:33;WorkerD_#0;;;;
3;E;2018-08-17 10:59:33;2018-08-17 10:59:33;2018-08-17 11:01:24;WorkerE_#0;;;;
3;Batch Activity;2018-08-17 11:01:24;2018-08-17 11:01:24;2018-08-17 11:03:40;;1;BatchSubProcess2;PARALLEL;
3;F;2018-08-17 11:01:24;2018-08-17 11:01:24;2018-08-17 11:02:32;WorkerF_#0;1;BatchSubProcess2;PARALLEL;
3;G;2018-08-17 11:02:32;2018-08-17 11:02:32;2018-08-17 11:03:40;WorkerG_#0;1;BatchSubProcess2;PARALLEL;
3;H;2018-08-17 11:03:40;2018-08-17 11:04:48;2018-08-17 11:06:39;WorkerH_#0;;;;
4;A;2018-08-17 10:57:18;2018-08-17 10:57:18;2018-08-17 11:02:28;WorkerA_#1;;;;
4;Batch Activity;2018-08-17 11:02:28;2018-08-17 11:24:25;2018-08-17 11:32:01;;2;BatchSubProcess;PARALLEL;
4;B;2018-08-17 11:24:25;2018-08-17 11:24:25;2018-08-17 11:27:43;WorkerB_#1;2;BatchSubProcess;PARALLEL;
4;C;2018-08-17 11:27:43;2018-08-17 11:27:43;2018-08-17 11:32:01;WorkerC_#1;2;BatchSubProcess;PARALLEL;
4;D;2018-08-17 11:32:01;2018-08-17 11:32:01;2018-08-17 11:34:11;WorkerD_#1;;;;
4;E;2018-08-17 11:34:11;2018-08-17 11:34:11;2018-08-17 11:35:30;WorkerE_#0;;;;
4;Batch Activity;2018-08-17 11:35:30;2018-08-17 11:38:36;2018-08-17 11:43:12;;2;BatchSubProcess2;PARALLEL;
4;F;2018-08-17 11:38:36;2018-08-17 11:38:36;2018-08-17 11:40:54;WorkerF_#1;2;BatchSubProcess2;PARALLEL;
4;G;2018-08-17 11:40:54;2018-08-17 11:40:54;2018-08-17 11:43:12;WorkerG_#1;2;BatchSubProcess2;PARALLEL;
4;H;2018-08-17 11:43:12;2018-08-17 11:43:12;2018-08-17 11:44:31;WorkerH_#0;;;;
5;A;2018-08-17 11:08:28;2018-08-17 11:08:28;2018-08-17 11:12:47;WorkerA_#0;;;;
5;Batch Activity;2018-08-17 11:12:47;2018-08-17 11:24:25;2018-08-17 11:32:01;;2;BatchSubProcess;PARALLEL;
5;B;2018-08-17 11:24:25;2018-08-17 11:24:25;2018-08-17 11:27:43;WorkerB_#1;2;BatchSubProcess;PARALLEL;
5;C;2018-08-17 11:27:43;2018-08-17 11:27:43;2018-08-17 11:32:01;WorkerC_#1;2;BatchSubProcess;PARALLEL;
5;D;2018-08-17 11:32:01;2018-08-17 11:32:01;2018-08-17 11:33:20;WorkerD_#0;;;;
5;E;2018-08-17 11:33:20;2018-08-17 11:33:20;2018-08-17 11:35:30;WorkerE_#1;;;;
5;Batch Activity;2018-08-17 11:35:30;2018-08-17 11:38:36;2018-08-17 11:43:12;;2;BatchSubProcess2;PARALLEL;
5;F;2018-08-17 11:38:36;2018-08-17 11:38:36;2018-08-17 11:40:54;WorkerF_#1;2;BatchSubProcess2;PARALLEL;
5;G;2018-08-17 11:40:54;2018-08-17 11:40:54;2018-08-17 11:43:12;WorkerG_#1;2;BatchSubProcess2;PARALLEL;
5;H;2018-08-17 11:43:12;2018-08-17 11:43:12;2018-08-17 11:45:22;WorkerH_#1;;;;
6;A;2018-08-17 11:18:47;2018-08-17 11:18:47;2018-08-17 11:24:25;WorkerA_#1;;;;
6;Batch Activity;2018-08-17 11:24:25;2018-08-17 11:24:25;2018-08-17 11:32:01;;2;BatchSubProcess;PARALLEL;
6;B;2018-08-17 11:24:25;2018-08-17 11:24:25;2018-08-17 11:27:43;WorkerB_#1;2;BatchSubProcess;PARALLEL;
6;C;2018-08-17 11:27:43;2018-08-17 11:27:43;2018-08-17 11:32:01;WorkerC_#1;2;BatchSubProcess;PARALLEL;
6;D;2018-08-17 11:32:01;2018-08-17 11:33:20;2018-08-17 11:35:58;WorkerD_#0;;;;
6;E;2018-08-17 11:35:58;2018-08-17 11:35:58;2018-08-17 11:38:36;WorkerE_#1;;;;
6;Batch Activity;2018-08-17 11:38:36;2018-08-17 11:38:36;2018-08-17 11:43:12;;2;BatchSubProcess2;PARALLEL;
6;F;2018-08-17 11:38:36;2018-08-17 11:38:36;2018-08-17 11:40:54;WorkerF_#1;2;BatchSubProcess2;PARALLEL;
6;G;2018-08-17 11:40:54;2018-08-17 11:40:54;2018-08-17 11:43:12;WorkerG_#1;2;BatchSubProcess2;PARALLEL;
6;H;2018-08-17 11:43:12;2018-08-17 11:44:31;2018-08-17 11:47:09;WorkerH_#0;;;;
7;A;2018-08-17 11:30:25;2018-08-17 11:30:25;2018-08-17 11:35:47;WorkerA_#0;;;;
7;Batch Activity;2018-08-17 11:35:47;2018-08-17 11:58:05;2018-08-17 12:04:47;;3;BatchSubProcess;PARALLEL;
7;B;2018-08-17 11:58:05;2018-08-17 11:58:05;2018-08-17 12:00:56;WorkerB_#0;3;BatchSubProcess;PARALLEL;
7;C;2018-08-17 12:00:56;2018-08-17 12:00:56;2018-08-17 12:04:47;WorkerC_#0;3;BatchSubProcess;PARALLEL;
7;D;2018-08-17 12:04:47;2018-08-17 12:04:47;2018-08-17 12:07:09;WorkerD_#1;;;;
7;E;2018-08-17 12:07:09;2018-08-17 12:07:09;2018-08-17 12:09:22;WorkerE_#1;;;;
7;Batch Activity;2018-08-17 12:09:22;2018-08-17 12:11:27;2018-08-17 12:15:09;;3;BatchSubProcess2;PARALLEL;
7;F;2018-08-17 12:11:27;2018-08-17 12:11:27;2018-08-17 12:13:18;WorkerF_#0;3;BatchSubProcess2;PARALLEL;
7;G;2018-08-17 12:13:18;2018-08-17 12:13:18;2018-08-17 12:15:09;WorkerG_#0;3;BatchSubProcess2;PARALLEL;
7;H;2018-08-17 12:15:09;2018-08-17 12:15:09;2018-08-17 12:17:22;WorkerH_#0;;;;
8;A;2018-08-17 11:41:47;2018-08-17 11:41:47;2018-08-17 11:47:00;WorkerA_#1;;;;
8;Batch Activity;2018-08-17 11:47:00;2018-08-17 11:58:05;2018-08-17 12:04:47;;3;BatchSubProcess;PARALLEL;
8;B;2018-08-17 11:58:05;2018-08-17 11:58:05;2018-08-17 12:00:56;WorkerB_#0;3;BatchSubProcess;PARALLEL;
8;C;2018-08-17 12:00:56;2018-08-17 12:00:56;2018-08-17 12:04:47;WorkerC_#0;3;BatchSubProcess;PARALLEL;
8;D;2018-08-17 12:04:47;2018-08-17 12:04:47;2018-08-17 12:07:00;WorkerD_#0;;;;
8;E;2018-08-17 12:07:00;2018-08-17 12:07:00;2018-08-17 12:09:22;WorkerE_#0;;;;
8;Batch Activity;2018-08-17 12:09:22;2018-08-17 12:11:27;2018-08-17 12:15:09;;3;BatchSubProcess2;PARALLEL;
8;F;2018-08-17 12:11:27;2018-08-17 12:11:27;2018-08-17 12:13:18;WorkerF_#0;3;BatchSubProcess2;PARALLEL;
8;G;2018-08-17 12:13:18;2018-08-17 12:13:18;2018-08-17 12:15:09;WorkerG_#0;3;BatchSubProcess2;PARALLEL;
8;H;2018-08-17 12:15:09;2018-08-17 12:15:09;2018-08-17 12:17:31;WorkerH_#1;;;;
9;A;2018-08-17 11:53:00;2018-08-17 11:53:00;2018-08-17 11:58:05;WorkerA_#0;;;;
9;Batch Activity;2018-08-17 11:58:05;2018-08-17 11:58:05;2018-08-17 12:04:47;;3;BatchSubProcess;PARALLEL;
9;B;2018-08-17 11:58:05;2018-08-17 11:58:05;2018-08-17 12:00:56;WorkerB_#0;3;BatchSubProcess;PARALLEL;
9;C;2018-08-17 12:00:56;2018-08-17 12:00:56;2018-08-17 12:04:47;WorkerC_#0;3;BatchSubProcess;PARALLEL;
9;D;2018-08-17 12:04:47;2018-08-17 12:07:00;2018-08-17 12:09:05;WorkerD_#0;;;;
9;E;2018-08-17 12:09:05;2018-08-17 12:09:22;2018-08-17 12:11:27;WorkerE_#0;;;;
9;Batch Activity;2018-08-17 12:11:27;2018-08-17 12:11:27;2018-08-17 12:15:09;;3;BatchSubProcess2;PARALLEL;
9;F;2018-08-17 12:11:27;2018-08-17 12:11:27;2018-08-17 12:13:18;WorkerF_#0;3;BatchSubProcess2;PARALLEL;
9;G;2018-08-17 12:13:18;2018-08-17 12:13:18;2018-08-17 12:15:09;WorkerG_#0;3;BatchSubProcess2;PARALLEL;
9;H;2018-08-17 12:15:09;2018-08-17 12:17:22;2018-08-17 12:19:27;WorkerH_#0;;;;
10;A;2018-08-17 12:04:05;2018-08-17 12:04:05;2018-08-17 12:08:17;WorkerA_#1;;;;
10;Batch Activity;2018-08-17 12:08:17;2018-08-17 12:30:18;2018-08-17 12:37:38;;4;BatchSubProcess;PARALLEL;
10;B;2018-08-17 12:30:18;2018-08-17 12:30:18;2018-08-17 12:33:28;WorkerB_#1;4;BatchSubProcess;PARALLEL;
10;C;2018-08-17 12:33:28;2018-08-17 12:33:28;2018-08-17 12:37:38;WorkerC_#1;4;BatchSubProcess;PARALLEL;
10;D;2018-08-17 12:37:38;2018-08-17 12:37:38;2018-08-17 12:38:50;WorkerD_#1;;;;
10;E;2018-08-17 12:38:50;2018-08-17 12:38:50;2018-08-17 12:40:02;WorkerE_#1;;;;
10;Batch Activity;2018-08-17 12:40:02;2018-08-17 12:44:00;2018-08-17 12:48:20;;4;BatchSubProcess2;PARALLEL;
10;F;2018-08-17 12:44:00;2018-08-17 12:44:00;2018-08-17 12:46:10;WorkerF_#1;4;BatchSubProcess2;PARALLEL;
10;G;2018-08-17 12:46:10;2018-08-17 12:46:10;2018-08-17 12:48:20;WorkerG_#1;4;BatchSubProcess2;PARALLEL;
