Process Instance;Activity Name;Arrival;Start;Complete;Resources;Batch Number;Cluster Id;Batch Type;Natural Arrival Time
1;A;2018-08-17 10:25:01;2018-08-17 10:25:01;2018-08-17 10:30:22;WorkerA_#0;;;;
1;B;2018-08-17 10:30:22;2018-08-17 10:30:22;2018-08-17 10:32:43;WorkerB_#0;;;;
1;Batch Activity;2018-08-17 10:32:43;2018-08-17 10:55:29;2018-08-17 10:59:50;;1;BatchSubProcess;PARALLEL;
1;C;2018-08-17 10:55:29;2018-08-17 10:55:29;2018-08-17 10:58:50;WorkerC_#0;1;BatchSubProcess;PARALLEL;
1;D;2018-08-17 10:55:29;2018-08-17 10:55:29;2018-08-17 10:59:50;WorkerD_#0;1;BatchSubProcess;PARALLEL;
1;E;2018-08-17 10:59:50;2018-08-17 10:59:50;2018-08-17 11:02:11;WorkerE_#0;;;;
1;F;2018-08-17 11:02:11;2018-08-17 11:02:11;2018-08-17 11:04:12;WorkerF_#1;;;;
1;G;2018-08-17 11:04:12;2018-08-17 11:04:12;2018-08-17 11:06:13;WorkerG_#1;;;;
1;H;2018-08-17 11:06:13;2018-08-17 11:06:13;2018-08-17 11:08:34;WorkerH_#0;;;;
2;A;2018-08-17 10:36:22;2018-08-17 10:36:22;2018-08-17 10:41:23;WorkerA_#1;;;;
2;B;2018-08-17 10:41:23;2018-08-17 10:41:23;2018-08-17 10:43:24;WorkerB_#1;;;;
2;Batch Activity;2018-08-17 10:43:24;2018-08-17 10:55:29;2018-08-17 10:59:50;;1;BatchSubProcess;PARALLEL;
2;C;2018-08-17 10:55:29;2018-08-17 10:55:29;2018-08-17 10:58:50;WorkerC_#0;1;BatchSubProcess;PARALLEL;
2;D;2018-08-17 10:55:29;2018-08-17 10:55:29;2018-08-17 10:59:50;WorkerD_#0;1;BatchSubProcess;PARALLEL;
2;E;2018-08-17 10:59:50;2018-08-17 10:59:50;2018-08-17 11:01:51;WorkerE_#1;;;;
