"Process.Instance";"Activity.Name";"Arrival";"Start";"Complete";"Resources";"Batch.Number";"Cluster.Id";"Batch.Type";"Natural.Arrival.Time"
1;"A";"2018-08-17 10:25:01";"2018-08-17 10:25:01";"2018-08-17 10:29:35";"WorkerA_#0";NA;"";"";""
1;"Batch Activity";"2018-08-17 10:29:34";"2018-08-17 10:53:11";"2018-08-17 11:30:56";"";1;"BatchSubProcess";"CONCURRENT_TASKBASED";""
1;"B";"2018-08-17 10:53:11";"2018-08-17 10:53:11";"2018-08-17 10:55:46";"WorkerB_#0";1;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 10:29:34"
1;"C";"2018-08-17 11:03:22";"2018-08-17 11:03:22";"2018-08-17 11:06:57";"WorkerC_#0";1;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 11:03:22"
1;"D";"2018-08-17 11:16:33";"2018-08-17 11:16:33";"2018-08-17 11:18:08";"WorkerD_#0";1;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 11:16:33"
1;"E";"2018-08-17 11:23:44";"2018-08-17 11:23:44";"2018-08-17 11:25:19";"WorkerE_#0";1;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 11:23:44"
1;"F";"2018-08-17 11:30:56";"2018-08-17 11:30:56";"2018-08-17 11:32:30";"WorkerF_#0";NA;"";"";""
1;"G";"2018-08-17 11:32:30";"2018-08-17 11:32:30";"2018-08-17 11:34:04";"WorkerG_#0";NA;"";"";""
1;"H";"2018-08-17 11:34:04";"2018-08-17 11:34:04";"2018-08-17 11:35:38";"WorkerH_#0";NA;"";"";""
2;"A";"2018-08-17 10:35:35";"2018-08-17 10:35:35";"2018-08-17 10:41:18";"WorkerA_#1";NA;"";"";""
2;"Batch Activity";"2018-08-17 10:41:17";"2018-08-17 10:53:11";"2018-08-17 11:30:56";"";1;"BatchSubProcess";"CONCURRENT_TASKBASED";""
2;"B";"2018-08-17 10:55:45";"2018-08-17 10:55:45";"2018-08-17 10:59:29";"WorkerB_#0";1;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 10:41:17"
2;"C";"2018-08-17 11:06:56";"2018-08-17 11:06:56";"2018-08-17 11:11:40";"WorkerC_#0";1;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 11:03:22"
2;"D";"2018-08-17 11:18:07";"2018-08-17 11:18:07";"2018-08-17 11:20:51";"WorkerD_#0";1;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 11:16:33"
2;"E";"2018-08-17 11:25:18";"2018-08-17 11:25:18";"2018-08-17 11:28:02";"WorkerE_#0";1;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 11:23:44"
2;"F";"2018-08-17 11:30:56";"2018-08-17 11:30:56";"2018-08-17 11:33:39";"WorkerF_#1";NA;"";"";""
2;"G";"2018-08-17 11:33:39";"2018-08-17 11:33:39";"2018-08-17 11:36:22";"WorkerG_#1";NA;"";"";""
2;"H";"2018-08-17 11:36:22";"2018-08-17 11:36:22";"2018-08-17 11:39:05";"WorkerH_#1";NA;"";"";""
3;"A";"2018-08-17 10:47:18";"2018-08-17 10:47:18";"2018-08-17 10:53:12";"WorkerA_#0";NA;"";"";""
3;"Batch Activity";"2018-08-17 10:53:11";"2018-08-17 10:53:11";"2018-08-17 11:30:56";"";1;"BatchSubProcess";"CONCURRENT_TASKBASED";""
3;"B";"2018-08-17 10:59:28";"2018-08-17 10:59:28";"2018-08-17 11:03:23";"WorkerB_#0";1;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 10:53:11"
3;"C";"2018-08-17 11:11:39";"2018-08-17 11:11:39";"2018-08-17 11:16:34";"WorkerC_#0";1;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 11:03:22"
3;"D";"2018-08-17 11:20:50";"2018-08-17 11:20:50";"2018-08-17 11:23:45";"WorkerD_#0";1;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 11:16:33"
3;"E";"2018-08-17 11:28:01";"2018-08-17 11:28:01";"2018-08-17 11:30:56";"WorkerE_#0";1;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 11:23:44"
3;"F";"2018-08-17 11:30:56";"2018-08-17 11:32:30";"2018-08-17 11:35:24";"WorkerF_#0";NA;"";"";""
3;"G";"2018-08-17 11:35:24";"2018-08-17 11:35:24";"2018-08-17 11:38:18";"WorkerG_#0";NA;"";"";""
3;"H";"2018-08-17 11:38:18";"2018-08-17 11:38:18";"2018-08-17 11:41:12";"WorkerH_#0";NA;"";"";""
4;"A";"2018-08-17 10:59:12";"2018-08-17 10:59:12";"2018-08-17 11:03:29";"WorkerA_#1";NA;"";"";""
4;"Batch Activity";"2018-08-17 11:03:28";"2018-08-17 11:25:54";"2018-08-17 11:57:47";"";2;"BatchSubProcess";"CONCURRENT_TASKBASED";""
